status_id,user_id,created_at,screen_name,text,source,reply_to_status_id,reply_to_user_id,reply_to_screen_name,is_quote,is_retweet,favourites_count,retweet_count,country_code,place_full_name,place_type,followers_count,friends_count,account_lang,account_created_at,verified,lang
1255648058378866688,1042498579909107712,2020-04-30T00:00:00Z,ContraReplicaMX,"Unidades Médicas Móviles dispuestas en 64 hospitales del @Edomex, realizaron más de 21 mil servicios de salud para detectar casos de #Covid19.  https://t.co/5rUuW4NhKd",TweetDeck,,,,FALSE,FALSE,5809,1,,,,13550,2553,,2018-09-19T19:40:04Z,FALSE,es
1255648057024077824,166594238,2020-04-30T00:00:00Z,OVIALCDMX,"#COVID19 | Durante la Fase 3 de la emergencia sanitaria, el programa Hoy No Circula aplicará para todos los vehículos sin importar el holograma de verificación. El día de hoy descansan:
#QuédateEnCasa https://t.co/Ja3fniq6i3",TweetDeck,,,,FALSE,FALSE,2704,0,,,,1773002,151,,2010-07-14T15:00:43Z,TRUE,es
1255648058542563328,58606864,2020-04-30T00:00:00Z,noroestemx,"Afectados por el cierre de negocios en #Rosario, como medida de protección ante el #Covid19, comerciantes de la localidad demandan a autoridades estrategias que les permitan seguir trabajando https://t.co/bs9pdTX88o",TweetDeck,,,,FALSE,FALSE,3078,0,,,,128085,447,,2009-07-20T22:08:51Z,FALSE,es
1255648059301736448,735716042,2020-04-30T00:00:00Z,psn_si,"Tras su clausura, los dueños de la funeraria San Gabriel de #Tijuana, acordaron establecer un pago fijo de 7 mil pesos por cremación. #Covid19 #Aumentodeprecios

Para más información: https://t.co/JkoWlSeVbE",TweetDeck,,,,FALSE,FALSE,11,0,,,,1536,257,,2012-08-03T23:27:04Z,FALSE,es
1255648058823622656,119084981,2020-04-30T00:00:00Z,ExaFM,"Sigue la #ConferenciaDePrensa: #Coronavirus #COVID19 de este miércoles 29 de abril de 2020!
Aquí la cobertura.🔴",TweetDeck,,,,FALSE,FALSE,5997,0,,,,624701,364,,2010-03-02T16:38:26Z,TRUE,es
1255648059716849664,38277042,2020-04-30T00:00:00Z,889Noticias,"La tasa de mortalidad de los hombres por #COVID19 es más del doble que la de las mujeres, según un estudio realizado en el Hospital Tongren de Beijing, China.   AZ",TweetDeck,,,,FALSE,FALSE,476,3,,,,263755,165,,2009-05-06T21:09:11Z,TRUE,es
1255648056982360065,1242478224925265921,2020-04-30T00:00:00Z,PLprensalatina,"Ansiedad, miedo, tristeza, estrés, depresión y soledad son riesgos a la salud mental a los que están expuestos hoy millones de ciudadanos en #EEUU 🇺🇸 con la pandemia de la #COVID19 cuyo efecto podría provocar más víctimas. 
Más 👉👉https://t.co/fYXR8CqHcp https://t.co/37yQw2hdX4",TweetDeck,,,,FALSE,FALSE,30,2,,,,366,12,,2020-03-24T15:48:33Z,FALSE,es
1255648058831970311,1099448407,2020-04-30T00:00:00Z,emisoranuevitas,#Camaguey/ El Centro de Elaboración de #Nuevitas se suma al plan de diversificación de producciones para garantizar la alimentación del pueblo dada la actual situación epidemiológica que vive #Cuba en el enfrentamiento a la #COVID19. Más detalles en https://t.co/rQvergzTsF https://t.co/aqh8JtK1uD,TweetDeck,,,,FALSE,FALSE,23797,0,,,,3917,2351,,2013-01-17T22:33:15Z,FALSE,es
1255648057846366209,46218350,2020-04-30T00:00:00Z,WBZNightside,Right Now on NightSide - China Expert BU Prof. @GregoryStoller @ 8 - #YoutubeCensorsFreeSpeech  pulls the plug on ER Docs comments on #COVID19 @ 9 - Why is #metoo MIA on #JoeBiden @ 10 - WBZ 1030 AM - See you on the radio !!! 617-254-1030 or 888-929-1030,TweetDeck,,,,FALSE,FALSE,21,1,,,,9331,3478,,2009-06-10T20:35:22Z,TRUE,en
1255648056726306816,1446474912,2020-04-30T00:00:00Z,soyuniversitar1,"Profesionistas de QFBT, piezas clave en el proceso de elaboración de vacuna contra el #Covid19 https://t.co/t6xQITtk40",TweetDeck,,,,FALSE,FALSE,610,0,,,,1412,345,,2013-05-21T14:33:27Z,FALSE,es
1255648059192602624,1239901273002033155,2020-04-30T00:00:00Z,uri_911,"¿Cómo puedo prevenir el contagio del #COVID19 ? Es necesario acatar a las normas como lo son: utilizar tapabocas, lavar bien sus manos por 20 segundos con agua y jabón, evitar el contacto con personas y quedarse en casa ¡La Prevención es tareas de todos! https://t.co/3oIpMrKoDH",TweetDeck,,,,FALSE,FALSE,2180,0,,,,179,380,,2020-03-17T13:09:13Z,FALSE,es
1255648057917661187,14269008,2020-04-30T00:00:00Z,TheTyee,"If there’s an ideal person to provide insight on the effects of #COVID19 on human rights, it’s Alex Neve. Send in your questions!
https://t.co/x0AaXhEPNM",TweetDeck,,,,FALSE,FALSE,19559,2,,,,57856,1906,,2008-03-31T19:58:22Z,TRUE,en
1255648059825942532,725276815707783168,2020-04-30T00:00:00Z,Pour_Elles_,"Prendre soin de soi durant le confinement : les ingrédients de la cuisine qui vous font du bien ♥

#confinement
#COVID19 
#optimisme
#positif 

👉  https://t.co/Tgk3Dc622H https://t.co/x5u7cPf0vY",TweetDeck,,,,FALSE,FALSE,84,0,,,,320,672,,2016-04-27T10:54:02Z,FALSE,fr
1255648059721203718,297606187,2020-04-30T00:00:00Z,GabineteMex,"8 de cada 10 señala que debe haber sanciones para quien no respete el aislamiento debido al #COVID19, 54.8% apuesta por las multas económicas. https://t.co/QYnuCa17XX https://t.co/HT7wBDybR1",TweetDeck,,,,FALSE,FALSE,1097,0,,,,10862,2532,,2011-05-12T19:57:14Z,FALSE,es
1255648059612000256,1023285701872377856,2020-04-30T00:00:00Z,ScoopusaM,"Mayor Kenney announces $10 million small business loan fund, through SBA’s Paycheck Protection Program with Goldman Sachs, Lendistry

#mayor #philly #sba #loan #paycheck #pandemic #covid19 #AfricanAmericans #community #news #scoopusamedia #scoopnews https://t.co/0kQgQrShwG",TweetDeck,,,,FALSE,FALSE,94,0,,,,39,192,,2018-07-28T19:14:57Z,FALSE,en
1255648059599585285,839895000120971264,2020-04-30T00:00:00Z,CeasPueOficial,"Hoy más que nunca debemos redoblar esfuerzos para frenar el contagio del #COVID19. 
#QuedateEnCasaYa. https://t.co/7jIikyHFlN",TweetDeck,,,,FALSE,FALSE,9086,0,,,,2269,417,,2017-03-09T17:45:47Z,TRUE,es
1255648059574411264,2356623481,2020-04-30T00:00:00Z,ForoCuatroTV,"¿El calor de Sonora podría disminuir los contagios por #Covid19? 🤔 🦠 El Dr. Monteverde @vivirsinalergia, especialista en Alergia e Inmunología te lo dice:",Twitter for Advertisers,,,,FALSE,FALSE,3226,7,,,,4157,986,,2014-02-22T16:49:02Z,FALSE,es
1255648059570024449,122114793,2020-04-30T00:00:00Z,EfektoTv,"Aunque se avecina la etapa de contagio más alta del #Covid19, @lopezobrador_ dijo que mantendrá las conferencias de prensa en Palacio Nacional con un menor número de asistentes.

https://t.co/8RRIcxcnkI",TweetDeck,,,,FALSE,FALSE,4374,0,,,,42832,647,,2010-03-11T16:53:28Z,FALSE,es
1255648059494522880,92660220,2020-04-30T00:00:00Z,ADDCnews,"JOINT STATEMENT: Key national &amp; regional orgs of &amp; for people w #disabilities call on @dfat to take immediate, concerted action to include people with disabilities in #COVID19 responses: https://t.co/7p8PCYeOw8

@CBMAustralia 
@ADDCnews 
@AfdoOffice
@DisabilityFrm
@PWDAustralia https://t.co/K0AlD27H1H",TweetDeck,,,,FALSE,FALSE,588,4,,,,1282,516,,2009-11-26T01:50:46Z,FALSE,en
1255648059465351170,838354118,2020-04-30T00:00:00Z,Jaime_BonillaV,"Hoy más que nunca Baja California nos necesita en casa, sigue las medidas de prevención para cuidarte a ti, a tu familia y a nuestro Estado. Saldremos juntos adelante porque #EnBCNosCuidamosTodos.

#QuédateEnCasa #Coronavirus #COVID19 #CoronavirusBC https://t.co/T1szbSWZe5",TweetDeck,,,,FALSE,FALSE,2025,2,,,,82345,58,,2012-09-21T18:36:48Z,TRUE,es
1255648059372994563,335581335,2020-04-30T00:00:00Z,aeroERMO,"Aerolíneas en Colombia necesitan 1.200 millones de dólares para sobrevivir: CEO de @Avianca

Más información en https://t.co/WTYShXuYBq

#AeroErmo #Avianca #Aerolineas #Colombia #COVID19 #Crisis https://t.co/eAKWrjHJ4W",TweetDeck,,,,FALSE,FALSE,1368,1,,,,6740,2328,,2011-07-14T22:26:11Z,FALSE,es
1255648059226128386,287859136,2020-04-30T00:00:00Z,myfairobserver,"What lies ahead for Algeria, Morocco and Tunisia will be determined by the level of trust governments are able to build with citizens. #COVID19
@jeanabinader
https://t.co/ikf3IkTFB8",TweetDeck,,,,FALSE,FALSE,3040,0,,,,13481,3023,,2011-04-25T20:23:02Z,FALSE,en
1255648059146604544,97604507,2020-04-30T00:00:00Z,NoticiasMXP,"#COVID19 , Génesis de la rebelión en la granja global 

Lee la opinión de Arturo Sandoval ✒️

👉 https://t.co/5IgWsSCOuU https://t.co/x5AxM4F6ZD",TweetDeck,,,,FALSE,FALSE,1591,0,,,,11003,3827,,2009-12-18T05:21:16Z,FALSE,es
1255648059087872009,1732143360,2020-04-30T00:00:00Z,senalutv,"📺 Desde el canal de #TV de la @UNCUYO #SeguimosEducando en esta #CuarentenaObligatoria por el #coronavirus. https://t.co/AuEP2bnIl1.

📌 #CoronavirusEnArgentina #COVID19",TweetDeck,,,,FALSE,FALSE,5449,0,,,,5407,298,,2013-09-05T14:51:39Z,FALSE,es
1255648058970382340,259329343,2020-04-30T00:00:00Z,ObsNalCiudadano,"En #México hay 10.7 millones de personas sin acceso a servicios de salud concentradas en 11 estados. En estas entidades se ha reportado 64.2% de los casos confirmados con #COVID19

Consulta el segundo fascículo Seguridad en materia de salud : https://t.co/R2QPgnFv82 https://t.co/RYZzou1efD",TweetDeck,,,,FALSE,FALSE,3956,0,,,,21480,3670,,2011-03-01T16:57:38Z,FALSE,es
1255648058873765889,69113582,2020-04-30T00:00:00Z,wmcat,"President + CEO Daniel Williams was featured alongside other community leaders on the @WGVURadio Morning Show with @irwinsh. Listen in as he shares how WMCAT is supporting families during #COVID19 while anticipating future needs.

https://t.co/q8vzKV42nL",Twitter Web App,,,,FALSE,FALSE,1065,0,,,,1424,599,,2009-08-26T22:17:22Z,FALSE,en
1255648058806657027,840281366369583104,2020-04-30T00:00:00Z,BPCAction,"Inspectors general can prevent waste, fraud, and abuse. They can also make federal spending more cost effective and generate dollars saved. Congressional leaders must appoint inspectors general to oversee the $2.2 trillion of #COVID19 response funding: https://t.co/ctAtMZ18Re",TweetDeck,,,,FALSE,FALSE,303,0,,,,878,896,,2017-03-10T19:21:04Z,FALSE,en
1255648058634694656,263171610,2020-04-30T00:00:00Z,Komaba_Megrock,"この数ヶ月に起きていることは遠くない将来、世界各国の自国史の教科書、日本の歴史教科書の数行として記録される事象であることは間違いなく、自分は今まさに世界史、グローバル・ヒストリーの中に生きているのだと、歴史文化学科の卒業生として実感している。
#世界史
#COVID19",TweetDeck,,,,FALSE,FALSE,11650,0,,,,152,281,,2011-03-09T14:47:06Z,FALSE,ja
1255648058588762118,25950355,2020-04-30T00:00:00Z,NEJM,This letter reports a prospective case series of patients in New York City with known IMID and/or IBD who developed Covid-19 while on immunomodulatory therapy and biologics. Their hospitalization rate was consistent with that seen among the general NYC population. #COVID19,Twitter for Advertisers,,,,FALSE,FALSE,1019,90,,,,705562,395,,2009-03-23T04:10:07Z,TRUE,en
1255648058546679808,1201536069403058176,2020-04-30T00:00:00Z,EmbajadaChinaEc,"#Economía | ""Salir de la pobreza no es un fin en sí mismo sino el punto de partida de una nueva vida y de una nueva búsqueda"" Presidente Xi Jinping.

El mandatario indicó que se deben hacer esfuerzos para superar el impacto negativo de la #COVID19 

Ver ▶️https://t.co/UyMduSW9wH https://t.co/oz9A1cdzKz",Twitter for Advertisers,,,,FALSE,FALSE,144,2,,,,5863,60,,2019-12-02T16:18:57Z,FALSE,es
1255648058487894016,414055328,2020-04-30T00:00:00Z,ComunicacionUV,"La UV colabora con investigadores del mundo para comprender las repercusiones de los cambios sociales provocados por el #COVID19 sobre el bienestar emocional y mental de las personas. 
Participa en la encuesta en línea aquí: https://t.co/tks68alLpi 
#UV_NosCuidamosMás https://t.co/MWnTRtNZak",TweetDeck,,,,FALSE,FALSE,11698,4,,,,27050,570,,2011-11-16T15:35:43Z,FALSE,es
1255648058429276160,62558942,2020-04-30T00:00:00Z,TVTenlinea,"#Entérate En la conferencia de créditos, se suspende la exposición para brindar un aplauso a los trabajadores del sistema de salud, quienes son la primera línea de atención a enfermos de #COVID19 https://t.co/RqcT2TAzJh",TweetDeck,,,,FALSE,FALSE,1714,0,,,,30549,545,,2009-08-03T16:49:33Z,FALSE,es
1255648058345492480,1470378685,2020-04-30T00:00:00Z,SOFTVISION_USA,"Recruitment, in the midst of a worldwide epidemic, can be challenging. Learn our best practices for hiring talent during this ""new normal""!
 https://t.co/bbkkLREyoq
#talentacquisition #hiring #covid19 #newnormal #talent #recruiting https://t.co/Cwd2NLWNKP",HubSpot,,,,FALSE,FALSE,252,0,,,,898,1966,,2013-05-30T18:21:05Z,FALSE,en
1255648058341089281,72772534,2020-04-30T00:00:00Z,tecminera,"La semana pasada, AMCU presentó una acción legal para exigir estándares nacionales de seguridad en las minas, entre procedimientos de desinfección y otras acciones que podrían aumentar los costos de las empresas.

#TM #YoMeQuedoEnCasa #Minería #Covid19

https://t.co/O0KRarQYET",TweetDeck,,,,FALSE,FALSE,2,0,,,,11390,112,,2009-09-09T05:18:34Z,FALSE,es
1255648058286542850,1037461356,2020-04-30T00:00:00Z,CuernavacaGob,"El mejor material para fabricar cubrebocas caseros son telas hechas algodón con poliéster, puedes encontrarlo en playeras, fundas de almohadas y pañuelos. El uso correcto del cubrebocas salva vidas y previene el contagio de COVID-19 #TúMeCuidasYoTeCuido  #Cuernavaca #COVID19 https://t.co/Y9lIeSkfOz",TweetDeck,,,,FALSE,FALSE,697,1,,,,28988,782,,2012-12-26T16:12:12Z,FALSE,es
1255648058269995008,824215967198773248,2020-04-30T00:00:00Z,ghaith_alain,"الإنفلونزا و #كورونا.. كيف نفرق بينهما؟  

#وقاية_وأمان  
#StayHome
#COVID19 https://t.co/hQ11FNDgi2",TweetDeck,,,,FALSE,FALSE,43,9,,,,10331,0,,2017-01-25T11:22:54Z,TRUE,ar
1255648058236420096,4773626428,2020-04-30T00:00:00Z,TampabayPsg91,@ShamsCharania @Yaann6 @TheAthleticNBA @Stadium @realDonaldTrump is the man! He will Win this fight against #COVID19,Twitter for iPhone,1255629641286594560,178580925,ShamsCharania,FALSE,FALSE,13565,0,,,,144,417,,2016-01-11T11:07:52Z,FALSE,en
1255648058227986433,18994553,2020-04-30T00:00:00Z,MedStarWHC,Dr. Tammer Elmarsafi says it's important to exercise and maintain a high level of self-awareness during the #COVID19 pandemic.  https://t.co/jZJ0wAHtk9,Sprinklr Publishing,,,,FALSE,FALSE,2220,0,,,,6288,758,,2009-01-14T20:44:13Z,FALSE,en
1255648058169327623,2343910962,2020-04-30T00:00:00Z,republicagt,#EspecialRepública | ¿Cómo impactará el #Covid19 en el futuro de Guatemala? ¡Atentos a nuestro próximo especial para conocer cómo será el día cero en el país! https://t.co/XB7piZzpHK,TweetDeck,,,,FALSE,FALSE,4023,0,,,,40943,14,,2014-02-14T17:51:59Z,TRUE,es
1255648058077044736,270329897,2020-04-30T00:00:00Z,consensomercado,"Un #GreenNewDeal para salvar al globo tras el #Coronavirus. Por Carlos Trías y Gustavo Matías (@infolitico ) ➡️ https://t.co/w7emwnPAxr
#Economía #Mercados #Covid19 https://t.co/Sl2wwGWwB8",TweetDeck,,,,FALSE,FALSE,158,0,,,,3652,1587,,2011-03-22T12:24:35Z,FALSE,es
1255648058068484096,1360422710,2020-04-30T00:00:00Z,CICsal,"*AVISO* Fundación Merced Coahuila AC recaba insumos contra #Coronavirus. Recibe donaciones en la cuenta 0144540030201, más informes en el tel. (844) 4 30 99 03   Banbajío. #Saltillo 19:00 #Covid19 #ApoyaCoahuila  Visita https://t.co/PtPGz5u4O0 https://t.co/4JcfxTBZcm",TweetDeck,,,,FALSE,FALSE,11100,0,,,,34808,546,,2013-04-17T21:42:32Z,TRUE,es
1255648058014040064,69687111,2020-04-30T00:00:00Z,Cognizant,Here’re are digital-forward initiatives to start today — so you’ll be stronger in the post- #COVID19 world .,Twitter for Advertisers,,,,FALSE,FALSE,3488,1,,,,769684,2917,,2009-08-28T20:31:48Z,TRUE,en
1255648058009776128,1082096881092546560,2020-04-30T00:00:00Z,LarkAdvisory,"A lot of conferences and training courses have been cancelled, or postponed. 

Use this time at home to catch up on online courses and webinars: https://t.co/6rLvaXlL4H

#lark #larkadvisory #covid19 #coronavirus #webinars #xero #online #cloud #courses #xerolearning https://t.co/EtMumBop51",TweetDeck,,,,FALSE,FALSE,8,0,,,,22,94,,2019-01-07T02:09:35Z,FALSE,en
1255648057980379136,540894368,2020-04-30T00:00:00Z,croniquindio,#AlDescubierto | Los antiguos procesos funerarios ‘murieron’ con la #COVID19: https://t.co/plA0oV7NkX https://t.co/2W0ObEPVHL,TweetDeck,,,,FALSE,FALSE,715,0,,,,20992,1256,,2012-03-30T15:10:55Z,TRUE,es
1255648057946976258,3428726986,2020-04-30T00:00:00Z,FacMedicinaUC,"Lo que necesitas saber de #COVID19 está en el #ObservatorioEnfermedadesInfecciosas UC, que ha compilado una gran gama de información, estadísticas e investigación en torno a la pandemia que hoy afecta al mundo entero. https://t.co/0F3xW5FD9r https://t.co/zIog8Iv85h",TweetDeck,,,,FALSE,FALSE,1808,3,,,,7350,970,,2015-08-17T19:00:19Z,FALSE,es
1255648057896472576,132731802,2020-04-30T00:00:00Z,abc730,"UK doctors have identified two serious syndromes in children, #KawasakiDisease and #ToxicShockSyndrome, that could be linked to #COVID19. Dr @normanswan takes a look. #abc730 #coronavirus https://t.co/12ExEKSOBk",Twitter Media Studio,,,,FALSE,FALSE,2366,19,,,,184764,1115,,2010-04-14T01:32:47Z,TRUE,en
1255648057699586049,531234470,2020-04-30T00:00:00Z,DiarioDeTabasco,"#Aterrador | Investigadores australianos descubrieron que desconocidos venden en la internet profunda la que llaman ""vacuna pasiva"" contra la #COVID19, que consiste en supuesta sangre de pacientes que se han recuperado de la infección. https://t.co/vFIozZOttT",TweetDeck,,,,FALSE,FALSE,2535,0,,,,31587,988,,2012-03-20T13:24:13Z,FALSE,es
1255648057590415360,35922174,2020-04-30T00:00:00Z,BCGobierno,"Hoy más que nunca Baja California nos necesita en casa, sigue las medidas de prevención para cuidarte a ti, a tu familia y a nuestro Estado. Saldremos juntos adelante porque #EnBCNosCuidamosTodos.

#QuédateEnCasa #Coronavirus #COVID19 #CoronavirusBC https://t.co/D3kbD11Y8t",TweetDeck,,,,FALSE,FALSE,8573,0,,,,23706,509,,2009-04-28T00:26:21Z,FALSE,es
1255648057590333443,594776030,2020-04-30T00:00:00Z,NKF_KSMO,"Thousands of #COVID19 patients are facing #kidneyfailure and becoming #kidneydisease patients, leading to shortages of machines and supplies. We need your help now more than ever. Make your #GivingTuesdayNow gift today. https://t.co/cE8ndQccLF https://t.co/jEdJKs3BbL",TweetDeck,,,,FALSE,FALSE,2807,1,,,,511,719,,2012-05-30T17:51:45Z,FALSE,en
1255648057519009792,884084882850422784,2020-04-30T00:00:00Z,Eliteinmobog,"#tips Al saludar a las demás personas, evita contacto físico, es mejor mantenerse a más de un metro de distancia. 

#COVID19

#EliteInmobiliaria https://t.co/7D4eF9bV4M",TweetDeck,,,,FALSE,FALSE,219,0,,,,366,176,,2017-07-09T16:20:36Z,FALSE,es
1255648057485430785,73524619,2020-04-30T00:00:00Z,adraperu,"¡GRACIAS!

Primeras familias beneficiadas con canastas básicas de alimentos de emergencia, te agradecen querido donante, por la ayuda brindada.

Porque #ESTAMOSJUNTOS contra el #COVID19. https://t.co/FWBiILXzja",Twitter Web App,,,,FALSE,FALSE,1991,4,,,,5307,404,,2009-09-12T00:18:37Z,FALSE,es
1255648057414127616,727102952,2020-04-30T00:00:00Z,LuchadorasMX,"""Las víctimas del coronavirus merecemos que no se nos criminalice"" La pandemia por el #COVID19 es real y está presente en nuestro país, muchas familias están luchando contra este virus y viven la desgarradora partida de sus seres queridos. 😔

https://t.co/ifdoITx0UA",TweetDeck,,,,FALSE,FALSE,6675,1,,,,30805,2864,,2012-07-30T23:45:21Z,TRUE,es
1255648057275879425,1067468525630042112,2020-04-30T00:00:00Z,MedscapeES,"La pandemia por #COVID19 ha puesto de manifiesto la incapacidad de algunos países para enfrentarla, entre ellos México, que tiene un importante déficit de trabajadores de la salud, así como de insumos indispensables para su protección. https://t.co/7FlvyI4SEF",Sprinklr Publishing,,,,FALSE,FALSE,297,1,,,,2474,637,,2018-11-27T17:21:43Z,FALSE,es
1255648057217122304,87745354,2020-04-30T00:00:00Z,BomberosMiranda,"Quédate en casa y ayúdanos a romper la cadena de contagios del coronavirus siguiendo las recomendaciones de las autoridades

#QuédateEnCasa
#Prevención
#COVID19 
#MirandaSegura https://t.co/zDCUiP2bS8",TweetDeck,,,,FALSE,FALSE,7335,4,,,,62133,1149,,2009-11-05T18:06:32Z,FALSE,es
1255648057057820677,270429330,2020-04-30T00:00:00Z,CanalQuilmes,"#Coronavirus: La intendenta @mayrasmendoza aseguró que “En Quilmes comenzamos a tener transmisión comunitaria”.

Seguí leyendo acá ➜ https://t.co/8q4jxesmjK

#QuedateEnCasa #COVID19 https://t.co/iqz4fGam7b",TweetDeck,,,,FALSE,FALSE,412,1,,,,11469,8,,2011-03-22T16:12:43Z,FALSE,es
1255648056965390336,4748201193,2020-04-30T00:00:00Z,rcrperu,"En la entrevista de mañana hablaremos sobre: 
📑 La incertidumbre por los registros de fallecidos de #COVID19
📑 Caso mercado de #Caquetá
🎙️ https://t.co/763EtTqChd https://t.co/6KXjg5NjH2",TweetDeck,,,,FALSE,FALSE,205,0,,,,432,271,,2016-01-08T21:47:47Z,FALSE,es
